Date,Provinces and Territories,Total cases,Total deaths,Total recovered,New cases,New deaths,New recovered
2020-11-16,Quebec,126036,6728,0,1025,25,0
2020-11-17,Quebec,127162,6759,0,1126,31,0
2020-11-18,Quebec,128366,6796,0,1204,37,0
2020-11-19,Quebec,129674,6824,0,1308,28,0
2020-11-20,Quebec,130821,6850,0,1147,26,0
2020-11-21,Quebec,131937,6878,0,1116,28,0
2020-11-22,Quebec,133144,6910,0,1207,32,0
2020-11-23,Quebec,134221,6934,0,1077,24,0
2020-11-24,Quebec,135452,6973,0,1231,39,0
2020-11-25,Quebec,136835,7002,0,1383,29,0
2020-11-26,Quebec,138170,7031,0,1335,29,0
2020-11-27,Quebec,139443,7056,0,1273,25,0
2020-11-28,Quebec,140874,7084,0,1431,28,0
2020-11-29,Quebec,142256,7117,0,1382,33,0
2020-11-30,Quebec,143522,7148,0,1266,31,0
2020-12-01,Quebec,145039,7172,0,1517,24,0
2020-12-02,Quebec,146584,7206,0,1545,34,0
2020-12-03,Quebec,148087,7245,0,1503,39,0
2020-12-04,Quebec,149853,7280,0,1766,35,0
2020-12-05,Quebec,151496,7314,0,1643,34,0
2020-12-06,Quebec,153032,7342,0,1536,28,0
2020-12-07,Quebec,154658,7377,0,1626,35,0
2020-12-08,Quebec,156317,7419,0,1659,42,0
2020-12-09,Quebec,158063,7449,0,1746,30,0
2020-12-10,Quebec,159823,7479,0,1760,30,0
2020-12-11,Quebec,161734,7523,0,1911,44,0
2020-12-12,Quebec,163726,7561,0,1992,38,0
2020-12-13,Quebec,165488,7594,0,1762,33,0
2020-12-14,Quebec,167376,7640,0,1888,46,0
2020-12-15,Quebec,169164,7679,0,1788,39,0
2020-12-16,Quebec,171282,7709,0,2118,30,0
2020-12-17,Quebec,173598,7762,0,2316,53,0
2020-12-18,Quebec,175716,7796,0,2118,34,0
2020-12-19,Quebec,177772,7828,0,2056,32,0
2020-12-20,Quebec,179737,7865,0,1965,37,0
2020-12-21,Quebec,181844,7901,0,2107,36,0
2020-12-22,Quebec,183998,7957,0,2154,56,0
2020-12-23,Quebec,186221,8003,0,2223,46,0
2020-12-24,Quebec,188618,8040,0,2397,37,0
2020-12-25,Quebec,190916,8085,0,2298,45,0
2020-12-26,Quebec,193003,8130,0,2087,45,0
2020-12-27,Quebec,195161,8173,0,2158,43,0
2020-12-28,Quebec,197468,8219,0,2307,46,0
2020-12-29,Quebec,200327,8265,0,2859,46,0
2020-12-30,Quebec,203129,8317,0,2802,52,0
2020-12-31,Quebec,205661,8356,0,2532,39,0
2021-01-01,Quebec,208390,8388,0,2729,32,0
2021-01-02,Quebec,210797,8433,0,2407,45,0
2021-01-03,Quebec,212962,8473,0,2165,40,0
2021-01-04,Quebec,215517,8528,0,2555,55,0
2021-01-05,Quebec,218103,8577,0,2586,49,0
2021-01-06,Quebec,220970,8624,0,2867,47,0
2021-01-07,Quebec,223803,8671,0,2833,47,0
2021-01-08,Quebec,226549,8717,0,2746,46,0
2021-01-09,Quebec,228557,8762,0,2008,45,0
2021-01-10,Quebec,230590,8800,0,2033,38,0
2021-01-11,Quebec,232383,8840,0,1793,40,0
2021-01-12,Quebec,234567,8886,0,2184,46,0
2021-01-13,Quebec,236581,8950,0,2014,64,0
2021-01-14,Quebec,238528,9005,0,1947,55,0
2021-01-15,Quebec,240410,9051,0,1882,46,0
2021-01-16,Quebec,242336,9096,0,1926,45,0
2021-01-17,Quebec,243849,9137,0,1513,41,0
2021-01-18,Quebec,245187,9188,0,1338,51,0
2021-01-19,Quebec,246704,9235,0,1517,47,0
2021-01-20,Quebec,248277,9293,0,1573,58,0
2021-01-21,Quebec,250073,9338,0,1796,45,0
2021-01-22,Quebec,251607,9396,0,1534,58,0
2021-01-23,Quebec,252937,9443,0,1330,47,0
2021-01-24,Quebec,254102,9494,0,1165,51,0
2021-01-25,Quebec,255320,9519,0,1218,25,0
2021-01-26,Quebec,256671,9553,0,1351,34,0
2021-01-27,Quebec,257944,9561,0,1273,8,0
2021-01-28,Quebec,259231,9667,0,1287,106,0
2021-01-29,Quebec,260512,9717,0,1281,50,0
2021-01-30,Quebec,261745,9763,0,1233,46,0
2021-01-31,Quebec,262623,9794,0,878,31,0
2021-02-01,Quebec,263599,9826,0,976,32,0
2021-02-02,Quebec,264766,9862,0,1167,36,0
2021-02-03,Quebec,265848,9899,0,1082,37,0
2021-02-04,Quebec,266928,9941,0,1080,42,0
2021-02-05,Quebec,268147,9973,0,1219,32,0
2021-02-06,Quebec,269193,9999,0,1046,26,0
2021-02-07,Quebec,270030,10031,0,837,32,0
2021-02-08,Quebec,270807,10046,0,777,15,0
2021-02-09,Quebec,271776,10078,0,969,32,0
2021-02-10,Quebec,272938,10112,0,1162,34,0
2021-02-11,Quebec,273953,10149,0,1015,37,0
2021-02-12,Quebec,274974,10173,0,1021,24,0
2021-02-13,Quebec,275807,10201,0,833,28,0
2021-02-14,Quebec,276530,10214,0,723,13,0
2021-02-15,Quebec,277201,10229,0,671,15,0
2021-02-16,Quebec,278048,10246,0,847,17,0
2021-02-17,Quebec,278830,10258,0,782,12,0
2021-02-18,Quebec,279690,10264,0,860,6,0
2021-02-19,Quebec,280468,10278,0,778,14,0
2021-02-20,Quebec,281186,10292,0,718,14,0
2021-02-21,Quebec,282002,10307,0,816,15,0
2021-02-22,Quebec,282638,10318,0,636,11,0
2021-02-23,Quebec,283469,10330,0,831,12,0
2021-02-24,Quebec,284324,10346,0,855,16,0
2021-02-25,Quebec,285136,10361,0,812,15,0
2021-02-26,Quebec,286006,10372,0,870,11,0
2021-02-27,Quebec,286714,10385,0,708,13,0
2021-02-28,Quebec,287289,10393,0,575,8,0
2021-03-01,Quebec,287874,10399,0,585,6,0
2021-03-02,Quebec,288637,10407,0,763,8,0
2021-03-03,Quebec,289322,10426,0,685,19,0
2021-03-04,Quebec,290181,10445,0,859,19,0
2021-03-05,Quebec,290885,10455,0,704,10,0
2021-03-06,Quebec,291628,10465,0,743,10,0
2021-03-07,Quebec,292239,10472,0,611,7,0
2021-03-08,Quebec,292852,10481,0,613,9,0
2021-03-09,Quebec,293648,10493,0,796,12,0
2021-03-10,Quebec,294366,10503,0,718,10,0
2021-03-11,Quebec,295122,10518,0,756,15,0
2021-03-12,Quebec,295934,10526,0,812,8,0
2021-03-13,Quebec,296594,10535,0,660,9,0
2021-03-14,Quebec,297201,10540,0,607,5,0
2021-03-15,Quebec,297774,10550,0,573,10,0
2021-03-16,Quebec,298495,10558,0,721,8,0
2021-03-17,Quebec,299224,10570,0,729,12,0
2021-03-18,Quebec,299986,10576,0,762,6,0
2021-03-19,Quebec,300792,10587,0,806,11,0
2021-03-20,Quebec,301473,10594,0,681,7,0
2021-03-21,Quebec,302138,10599,0,665,5,0
2021-03-22,Quebec,302846,10614,0,708,15,0
2021-03-23,Quebec,303611,10618,0,765,4,0
2021-03-24,Quebec,304641,10626,0,1030,8,0
2021-03-25,Quebec,305648,10630,0,1007,4,0
2021-03-26,Quebec,306657,10637,0,1009,7,0
2021-03-27,Quebec,307588,10645,0,931,8,0
2021-03-28,Quebec,308412,10647,0,824,2,0
2021-03-29,Quebec,309354,10651,0,942,4,0
2021-03-30,Quebec,310351,10658,0,997,7,0
2021-03-31,Quebec,311776,10667,0,1425,9,0
2021-04-01,Quebec,313062,10676,0,1286,9,0
2021-04-02,Quebec,314350,10681,0,1288,5,0
2021-04-03,Quebec,315640,10684,0,1290,3,0
2021-04-04,Quebec,316776,10693,0,1136,9,0
2021-04-05,Quebec,317995,10697,0,1219,4,0
2021-04-06,Quebec,319304,10701,0,1309,4,0
2021-04-07,Quebec,320946,10709,0,1642,8,0
2021-04-08,Quebec,322666,10718,0,1720,9,0
2021-04-09,Quebec,324533,10726,0,1867,8,0
2021-04-10,Quebec,326165,10737,0,1632,11,0
2021-04-11,Quebec,327660,10742,0,1495,5,0
2021-04-12,Quebec,329082,10744,0,1422,2,0
2021-04-13,Quebec,330615,10756,0,1533,12,0
2021-04-14,Quebec,332132,10763,0,1517,7,0
2021-04-15,Quebec,333814,10778,0,1682,15,0
2021-04-16,Quebec,335270,10785,0,1456,7,0
2021-04-17,Quebec,336562,10793,0,1292,8,0
2021-04-18,Quebec,337587,10802,0,1025,9,0
2021-04-19,Quebec,338775,10816,0,1188,14,0
2021-04-20,Quebec,339999,10833,0,1224,17,0
2021-04-21,Quebec,341199,10838,0,1200,5,0
2021-04-22,Quebec,342293,10845,0,1094,7,0
2021-04-23,Quebec,343211,10860,0,918,15,0
2021-04-24,Quebec,344410,10869,0,1199,9,0
2021-04-25,Quebec,345301,10878,0,891,9,0
2021-04-26,Quebec,346270,10886,0,969,8,0
2021-04-27,Quebec,347353,10898,0,1083,12,0
2021-04-28,Quebec,348423,10908,0,1070,10,0
2021-04-29,Quebec,349538,10913,0,1115,5,0
2021-04-30,Quebec,350711,10926,0,1173,13,0
2021-05-01,Quebec,351631,10933,0,920,7,0
2021-05-02,Quebec,352408,10942,0,777,9,0
2021-05-03,Quebec,353258,10944,0,850,2,0
2021-05-04,Quebec,354163,10959,0,905,15,0
2021-05-05,Quebec,355057,10964,0,894,5,0
2021-05-06,Quebec,356097,10971,0,1040,7,0
2021-05-07,Quebec,357104,10974,0,1007,3,0
2021-05-08,Quebec,357918,10981,0,814,7,0
2021-05-09,Quebec,358629,10987,0,711,6,0
2021-05-10,Quebec,359300,10993,0,671,6,0
2021-05-11,Quebec,360134,11002,0,834,9,0
2021-05-12,Quebec,360992,11012,0,858,10,0
2021-05-13,Quebec,361880,11017,0,888,5,0
2021-05-14,Quebec,362670,11025,0,790,8,0
2021-05-15,Quebec,363329,11032,0,659,7,0
2021-05-16,Quebec,363888,11034,0,559,2,0
2021-05-17,Quebec,364465,11042,0,577,8,0
2021-05-18,Quebec,365049,11050,0,584,8,0
2021-05-19,Quebec,365849,11058,0,800,8,0
2021-05-20,Quebec,366525,11066,0,676,8,0
2021-05-21,Quebec,367080,11075,0,555,9,0
2021-05-22,Quebec,367575,11081,0,495,6,0
2021-05-23,Quebec,367924,11084,0,349,3,0
2021-05-24,Quebec,368307,11095,0,383,11,0
2021-05-25,Quebec,368706,11101,0,399,6,0
2021-05-26,Quebec,369167,11105,0,461,4,0
2021-05-27,Quebec,369580,11115,0,413,10,0
2021-05-28,Quebec,369980,11118,0,400,3,0
2021-05-29,Quebec,370283,11125,0,303,7,0
2021-05-30,Quebec,370556,11127,0,273,2,0
2021-05-31,Quebec,370805,11128,0,249,1,0
2021-06-01,Quebec,371088,11133,0,283,5,0
2021-06-02,Quebec,371384,11138,0,296,5,0
2021-06-03,Quebec,371655,11144,0,271,6,0
2021-06-04,Quebec,371889,11148,0,234,4,0
2021-06-05,Quebec,372101,11150,0,212,2,0
2021-06-06,Quebec,372254,11149,0,153,0,0
2021-06-07,Quebec,372417,11152,0,163,3,0
2021-06-08,Quebec,372616,11156,0,199,4,0
2021-06-09,Quebec,372771,11164,0,155,8,0
2021-06-10,Quebec,372987,11166,0,216,2,0
2021-06-11,Quebec,373150,11167,0,163,1,0
2021-06-12,Quebec,373283,11170,0,133,3,0
2021-06-13,Quebec,373402,11172,0,119,2,0
2021-06-14,Quebec,373512,11173,0,110,1,0
2021-06-15,Quebec,373686,11177,0,174,4,0
2021-06-16,Quebec,373836,11177,0,150,0,0
2021-06-17,Quebec,373995,11178,0,159,1,0
2021-06-18,Quebec,374125,11180,0,130,2,0
2021-06-19,Quebec,374213,11189,0,88,9,0
2021-06-20,Quebec,374307,11191,0,94,2,0
2021-06-21,Quebec,374400,11191,0,93,0,0
2021-06-22,Quebec,374528,11195,0,128,4,0
2021-06-23,Quebec,374608,11198,0,80,3,0
2021-06-24,Quebec,374689,11202,0,81,4,0
2021-06-25,Quebec,374793,11202,0,104,0,0
2021-06-26,Quebec,374872,11202,0,79,0,0
2021-06-27,Quebec,374921,11202,0,49,0,0
2021-06-28,Quebec,375018,11203,0,97,1,0
2021-06-29,Quebec,375123,11207,0,105,4,0
2021-06-30,Quebec,375197,11210,0,74,3,0
2021-07-01,Quebec,375276,11210,0,79,0,0
2021-07-02,Quebec,375342,11217,0,66,7,0
2021-07-03,Quebec,375404,11217,0,62,0,0
2021-07-04,Quebec,375444,11217,0,40,0,0
2021-07-05,Quebec,375522,11218,0,78,1,0
2021-07-06,Quebec,375609,11218,0,87,0,0
2021-07-07,Quebec,375678,11219,0,69,1,0
2021-07-08,Quebec,375751,11229,0,73,10,0
2021-07-09,Quebec,375823,11230,0,72,1,0
2021-07-10,Quebec,375883,11230,0,60,0,0
2021-07-11,Quebec,375937,11230,0,54,0,0
2021-07-12,Quebec,375997,11231,0,60,1,0
2021-07-13,Quebec,376077,11231,0,80,0,0
2021-07-14,Quebec,376109,11231,0,32,0,0
2021-07-15,Quebec,376149,11232,0,40,1,0
2021-07-16,Quebec,376192,11235,0,43,3,0
2021-07-17,Quebec,376289,11236,0,97,1,0
2021-07-18,Quebec,376370,11236,0,81,0,0
2021-07-19,Quebec,376431,11236,0,61,0,0
2021-07-20,Quebec,376416,11236,0,0,0,0
2021-07-21,Quebec,376519,11235,0,103,0,0
2021-07-22,Quebec,376429,11238,0,0,3,0
2021-07-23,Quebec,376530,11239,0,101,1,0
2021-07-24,Quebec,376651,11239,0,121,0,0
2021-07-25,Quebec,376753,11240,0,102,1,0
2021-07-26,Quebec,376828,11240,0,75,0,0
2021-07-27,Quebec,376901,11240,0,73,0,0
2021-07-28,Quebec,377034,11240,0,133,0,0
2021-07-29,Quebec,377172,11240,0,138,0,0
2021-07-30,Quebec,377297,11241,0,125,1,0
2021-07-31,Quebec,377486,11241,0,189,0,0
2021-08-01,Quebec,377644,11241,0,158,0,0
2021-08-02,Quebec,377798,11241,0,154,0,0
2021-08-03,Quebec,377973,11241,0,175,0,0
2021-08-04,Quebec,378157,11240,0,184,0,0
2021-08-05,Quebec,378462,11240,0,305,0,0
2021-08-06,Quebec,378680,11241,0,218,1,0
2021-08-07,Quebec,378915,11241,0,235,0,0
2021-08-08,Quebec,379189,11241,0,274,0,0
2021-08-09,Quebec,379439,11242,0,250,1,0
2021-08-10,Quebec,379673,11241,0,234,0,0
2021-08-11,Quebec,380038,11242,0,365,1,0
2021-08-12,Quebec,380407,11242,0,369,0,0
2021-08-13,Quebec,380833,11242,0,426,0,0
2021-08-14,Quebec,381266,11243,0,433,1,0
2021-08-15,Quebec,381587,11242,0,321,0,0
2021-08-16,Quebec,381996,11242,0,409,0,0
2021-08-17,Quebec,382319,11242,0,323,0,0
2021-08-18,Quebec,382755,11278,0,436,36,0
2021-08-19,Quebec,383191,11277,0,436,0,0
2021-08-20,Quebec,383718,11279,0,527,2,0
2021-08-21,Quebec,384281,11279,0,563,0,0
2021-08-22,Quebec,384744,11279,0,463,0,0
2021-08-23,Quebec,385120,11280,0,376,1,0
2021-08-24,Quebec,385465,11283,0,345,3,0
2021-08-25,Quebec,386015,11284,0,550,1,0
2021-08-26,Quebec,386618,11285,0,603,1,0
2021-08-27,Quebec,387230,11285,0,612,0,0
2021-08-28,Quebec,387834,11285,0,604,0,0
2021-08-29,Quebec,388413,11285,0,579,0,0
2021-08-30,Quebec,388799,11285,0,386,0,0
2021-08-31,Quebec,389224,11286,0,425,1,0
2021-09-01,Quebec,389914,11288,0,690,2,0
2021-09-02,Quebec,390613,11289,0,699,1,0
2021-09-03,Quebec,391363,11291,0,750,2,0
2021-09-04,Quebec,392029,11292,0,666,1,0
2021-09-05,Quebec,392807,11293,0,778,1,0
2021-09-06,Quebec,393337,11293,0,530,0,0
2021-09-07,Quebec,393852,11293,0,515,0,0
2021-09-08,Quebec,394452,11296,0,600,3,0
2021-09-09,Quebec,395155,11297,0,703,1,0
2021-09-10,Quebec,396034,11301,0,879,4,0
2021-09-11,Quebec,396034,11301,0,0,0,0
2021-09-12,Quebec,397786,11304,0,1752,3,0
2021-09-13,Quebec,398425,11305,0,639,1,0
2021-09-14,Quebec,399058,11312,0,633,7,0
2021-09-15,Quebec,399843,11313,0,785,1,0
2021-09-16,Quebec,400625,11315,0,782,2,0
2021-09-17,Quebec,401462,11318,0,837,3,0
2021-09-18,Quebec,402283,11321,0,821,3,0
2021-09-19,Quebec,403025,11325,0,742,4,0
2021-09-20,Quebec,403704,11326,0,679,1,0
2021-09-21,Quebec,404291,11335,0,587,9,0
2021-09-22,Quebec,404974,11340,0,683,5,0
2021-09-23,Quebec,405728,11347,0,754,7,0
2021-09-24,Quebec,406429,11349,0,701,2,0
2021-09-25,Quebec,406429,11349,0,0,0,0
2021-09-26,Quebec,406429,11349,0,0,0,0
2021-09-27,Quebec,408462,11356,0,2033,7,0
2021-09-28,Quebec,408931,11362,0,469,6,0
2021-09-29,Quebec,409525,11369,0,594,7,0
2021-09-30,Quebec,410180,11371,0,655,2,0
2021-10-01,Quebec,410823,11377,0,643,6,0
2021-10-02,Quebec,411463,11382,0,640,5,0
2021-10-03,Quebec,411962,11383,0,499,1,0
2021-10-04,Quebec,412364,11389,0,402,6,0
2021-10-05,Quebec,412800,11397,0,436,8,0
2021-10-06,Quebec,413305,11400,0,505,3,0
2021-10-07,Quebec,413929,11405,0,624,5,0
2021-10-08,Quebec,414572,11410,0,643,5,0
2021-10-09,Quebec,415174,11412,0,602,2,0
2021-10-10,Quebec,415786,11415,0,612,3,0
2021-10-11,Quebec,416266,11420,0,480,5,0
2021-10-12,Quebec,416675,11422,0,409,2,0
2021-10-13,Quebec,417187,11429,0,512,7,0
2021-10-14,Quebec,417831,11431,0,644,2,0
2021-10-15,Quebec,418508,11437,0,677,6,0
2021-10-16,Quebec,419186,11440,0,678,3,0
2021-10-17,Quebec,419718,11444,0,532,4,0
2021-10-18,Quebec,420128,11449,0,410,5,0
2021-10-19,Quebec,420470,11453,0,342,4,0
2021-10-20,Quebec,420928,11455,0,458,2,0
2021-10-21,Quebec,421356,11458,0,428,3,0
2021-10-22,Quebec,421685,11466,0,329,8,0
2021-10-23,Quebec,422241,11470,0,556,4,0
2021-10-24,Quebec,422670,11472,0,429,2,0
2021-10-25,Quebec,422994,11477,0,324,5,0
2021-10-26,Quebec,423334,11481,0,340,4,0
2021-10-27,Quebec,423812,11485,0,478,4,0
2021-10-28,Quebec,424290,11490,0,478,5,0
2021-10-29,Quebec,424801,11491,0,511,1,0
2021-10-30,Quebec,425392,11493,0,591,2,0
2021-10-31,Quebec,425959,11494,0,567,1,0
2021-11-01,Quebec,426456,11496,0,497,2,0
2021-11-02,Quebec,426946,11502,0,490,6,0
2021-11-03,Quebec,427471,11510,0,525,8,0
2021-11-04,Quebec,428059,11510,0,588,0,0
2021-11-05,Quebec,428630,11511,0,571,1,0
2021-11-06,Quebec,429318,11515,0,688,4,0
2021-11-07,Quebec,429863,11518,0,545,3,0
2021-11-08,Quebec,430394,11522,0,531,4,0
2021-11-09,Quebec,430939,11528,0,545,6,0
2021-11-10,Quebec,431611,11529,0,672,1,0
2021-11-11,Quebec,432274,11533,0,663,4,0
2021-11-12,Quebec,432990,11535,0,716,2,0
2021-11-13,Quebec,433705,11541,0,715,6,0
2021-11-14,Quebec,434339,11545,0,634,4,0
2021-11-15,Quebec,434848,11546,0,509,1,0
2021-11-16,Quebec,435365,11548,0,517,2,0
2021-11-17,Quebec,436083,11548,0,718,0,0
2021-11-18,Quebec,436803,11550,0,720,2,0
2021-11-19,Quebec,437548,11552,0,745,2,0
2021-11-20,Quebec,438363,11555,0,815,3,0
2021-11-21,Quebec,439070,11558,0,707,3,0
2021-11-22,Quebec,439762,11560,0,692,2,0
2021-11-23,Quebec,440461,11565,0,699,5,0
2021-11-24,Quebec,441343,11566,0,882,1,0
2021-11-25,Quebec,443547,11571,0,2204,5,0
2021-11-26,Quebec,444584,11571,0,1037,0,0
2021-11-27,Quebec,445755,11574,0,1171,3,0
2021-11-28,Quebec,446630,11574,0,875,0,0
2021-11-29,Quebec,447386,11576,0,756,2,0
2021-11-30,Quebec,448170,11579,0,784,3,0
2021-12-01,Quebec,449366,11581,0,1196,2,0
2021-12-02,Quebec,450512,11583,0,1146,2,0
2021-12-03,Quebec,451867,11585,0,1355,2,0
2021-12-04,Quebec,453379,11586,0,1512,1,0
2021-12-05,Quebec,454635,11587,0,1256,1,0
2021-12-06,Quebec,455824,11589,0,1189,2,0
2021-12-07,Quebec,457058,11594,0,1234,5,0
2021-12-08,Quebec,458425,11596,0,1367,2,0
2021-12-09,Quebec,460232,11597,0,1807,1,0
2021-12-10,Quebec,460430,11603,0,198,6,0
2021-12-11,Quebec,464227,11607,0,3797,4,0
2021-12-12,Quebec,465980,11608,0,1753,1,0
2021-12-13,Quebec,467608,11611,0,1628,3,0
2021-12-14,Quebec,469355,11618,0,1747,7,0
2021-12-15,Quebec,471741,11622,0,2386,4,0
2021-12-16,Quebec,474477,11627,0,2736,5,0
2021-12-17,Quebec,478245,11634,0,3768,7,0
2021-12-18,Quebec,481876,11636,0,3631,2,0
2021-12-19,Quebec,485722,11639,0,3846,3,0
2021-12-20,Quebec,490293,11642,0,4571,3,0
2021-12-21,Quebec,495336,11650,0,5043,8,0
2021-12-22,Quebec,501697,11652,0,6361,2,0
2021-12-23,Quebec,511094,11658,0,9397,6,0
2021-12-24,Quebec,521125,11660,0,10031,2,0
2021-12-25,Quebec,530331,11664,0,9206,4,0
2021-12-26,Quebec,538205,11667,0,7874,3,0
2021-12-27,Quebec,546436,11677,0,8231,10,0
2021-12-28,Quebec,559269,11692,0,12833,15,0
2021-12-29,Quebec,572418,11702,0,13149,10,0
2021-12-30,Quebec,586606,11711,0,14188,9,0
2021-12-31,Quebec,603067,11724,0,16461,13,0
2022-01-01,Quebec,620189,11732,0,17122,8,0
2022-01-02,Quebec,636034,11745,0,15845,13,0
2022-01-03,Quebec,651327,11760,0,15293,15,0
2022-01-04,Quebec,651327,11760,0,0,0,0
2022-01-05,Quebec,665821,11820,0,14494,60,0
2022-01-06,Quebec,680307,11846,0,14486,26,0
2022-01-07,Quebec,696181,11873,0,15874,27,0
2022-01-08,Quebec,712357,11873,0,16176,0,0
2022-01-09,Quebec,728285,11917,0,15928,44,0
2022-01-10,Quebec,739292,11966,0,11007,49,0
2022-01-11,Quebec,749865,12028,0,10573,62,0
2022-01-12,Quebec,758575,12080,0,8710,52,0
2022-01-13,Quebec,766926,12125,0,8351,45,0
2022-01-14,Quebec,783101,12193,0,16175,68,0
2022-01-15,Quebec,789806,12289,0,6705,96,0
2022-01-16,Quebec,795752,12310,0,5946,21,0
2022-01-17,Quebec,801152,12364,0,5400,54,0
2022-01-18,Quebec,806295,12453,0,5143,89,0
2022-01-19,Quebec,812418,12541,0,6123,88,0
2022-01-20,Quebec,818946,12639,0,6528,98,0
2022-01-21,Quebec,824941,12698,0,5995,59,0
2022-01-22,Quebec,830488,12766,0,5547,68,0
2022-01-23,Quebec,830488,12766,0,0,0,0
2022-01-24,Quebec,838436,12851,0,7948,85,0
2022-01-25,Quebec,841413,12936,0,2977,85,0
2022-01-26,Quebec,841413,12936,0,0,0,0
2020-03-13,Saskatchewan,2,0,0,2,0,0
2020-03-14,Saskatchewan,2,0,0,0,0,0
2020-03-15,Saskatchewan,2,0,0,0,0,0
2020-03-16,Saskatchewan,7,0,0,5,0,0
2020-03-17,Saskatchewan,7,0,0,0,0,0
2020-03-18,Saskatchewan,8,0,0,1,0,0
2020-03-19,Saskatchewan,16,0,0,8,0,0
2020-03-20,Saskatchewan,20,0,0,4,0,0
2020-03-21,Saskatchewan,26,0,0,6,0,0
2020-03-22,Saskatchewan,52,0,0,26,0,0
2020-03-23,Saskatchewan,66,0,0,14,0,0
2020-03-24,Saskatchewan,72,0,0,6,0,0
2020-03-25,Saskatchewan,72,0,0,0,0,0
2020-03-26,Saskatchewan,95,0,0,23,0,0
2020-03-27,Saskatchewan,95,0,0,0,0,0
2020-03-28,Saskatchewan,134,0,0,39,0,0
2020-03-29,Saskatchewan,156,0,0,22,0,0
2020-03-30,Saskatchewan,156,2,0,0,2,0
2020-03-31,Saskatchewan,184,2,0,28,0,0
2020-04-01,Saskatchewan,193,3,0,9,1,0
2020-04-02,Saskatchewan,206,3,0,13,0,0
2020-04-03,Saskatchewan,220,3,0,14,0,0
2020-04-04,Saskatchewan,220,3,0,0,0,0
2020-04-05,Saskatchewan,249,3,0,29,0,0
2020-04-06,Saskatchewan,249,3,0,0,0,0
2020-04-07,Saskatchewan,260,3,0,11,0,0
2020-04-08,Saskatchewan,260,3,0,0,0,0
2020-04-09,Saskatchewan,271,3,0,11,0,0
2020-04-10,Saskatchewan,285,3,0,14,0,0
2020-04-11,Saskatchewan,289,4,0,4,1,0
2020-04-12,Saskatchewan,298,4,0,9,0,0
2020-04-13,Saskatchewan,300,4,0,2,0,0
2020-04-14,Saskatchewan,300,4,0,0,0,0
2020-04-15,Saskatchewan,304,4,0,4,0,0
2020-04-16,Saskatchewan,305,4,0,1,0,0
2020-04-17,Saskatchewan,307,4,0,2,0,0
2020-04-18,Saskatchewan,313,4,0,6,0,0
2020-04-19,Saskatchewan,315,4,0,2,0,0
2020-04-20,Saskatchewan,316,4,0,1,0,0
2020-04-21,Saskatchewan,320,4,0,4,0,0
2020-04-22,Saskatchewan,326,4,0,6,0,0
2020-04-23,Saskatchewan,331,4,0,5,0,0
2020-04-24,Saskatchewan,341,4,0,10,0,0
2020-04-25,Saskatchewan,349,4,0,8,0,0
2020-04-26,Saskatchewan,353,4,0,4,0,0
2020-04-27,Saskatchewan,365,5,0,12,1,0
2020-04-28,Saskatchewan,366,5,0,1,0,0
2020-04-29,Saskatchewan,383,6,0,17,1,0
2020-04-30,Saskatchewan,389,7,0,6,1,0
2020-05-01,Saskatchewan,415,7,0,26,0,0
2020-05-02,Saskatchewan,421,7,0,6,0,0
2020-05-03,Saskatchewan,433,7,0,12,0,0
2020-05-04,Saskatchewan,467,7,0,34,0,0
2020-05-05,Saskatchewan,487,7,0,20,0,0
2020-05-06,Saskatchewan,512,7,0,25,0,0
2020-05-07,Saskatchewan,531,7,0,19,0,0
2020-05-08,Saskatchewan,544,7,0,13,0,0
2020-05-09,Saskatchewan,553,7,0,9,0,0
2020-05-10,Saskatchewan,564,7,0,11,0,0
2020-05-11,Saskatchewan,568,7,0,4,0,0
2020-05-12,Saskatchewan,573,7,0,5,0,0
2020-05-13,Saskatchewan,577,7,0,4,0,0
2020-05-14,Saskatchewan,582,7,0,5,0,0
2020-05-15,Saskatchewan,590,7,0,8,0,0
2020-05-16,Saskatchewan,591,7,0,1,0,0
2020-05-17,Saskatchewan,592,7,0,1,0,0
2020-05-18,Saskatchewan,592,7,0,0,0,0
2020-05-19,Saskatchewan,599,7,0,7,0,0
2020-05-20,Saskatchewan,620,7,0,21,0,0
2020-05-21,Saskatchewan,622,7,0,2,0,0
2020-05-22,Saskatchewan,627,7,0,5,0,0
2020-05-23,Saskatchewan,630,7,0,3,0,0
2020-05-24,Saskatchewan,632,7,0,2,0,0
2020-05-25,Saskatchewan,634,7,0,2,0,0
2020-05-26,Saskatchewan,634,8,0,0,1,0
2020-05-27,Saskatchewan,637,10,0,3,2,0
2020-05-28,Saskatchewan,639,10,0,2,0,0
2020-05-29,Saskatchewan,641,10,0,2,0,0
2020-05-30,Saskatchewan,645,10,0,4,0,0
2020-05-31,Saskatchewan,646,11,0,1,1,0
2020-06-01,Saskatchewan,646,11,0,0,0,0
2020-06-02,Saskatchewan,646,11,0,0,0,0
2020-06-03,Saskatchewan,647,11,0,1,0,0
2020-06-04,Saskatchewan,648,11,0,1,0,0
2020-06-05,Saskatchewan,649,11,0,1,0,0
2020-06-06,Saskatchewan,650,11,0,1,0,0
2020-06-07,Saskatchewan,650,11,0,0,0,0
2020-06-08,Saskatchewan,654,13,0,4,2,0
2020-06-09,Saskatchewan,656,13,0,2,0,0
